timestamp,temperature,humidity,water_ph,water_temperature1622270692,,,0,

1622273173,33.6,55,7,31.6

1622273183,33.6,55,7,31.6

1622273193,33.6,55,7,31.6

1622273203,33.6,55,7,31.6

1622273221,33.6,55,7,31.6

1622273231,33.6,57,7,31.6

1622273241,33.6,55,7,31.6

1622273251,33.6,55,7,31.6

1622273261,33.6,55,7,31.6

1622273271,33.6,55,7,31.6

1622273292,33.6,55,7,31.6

1622273302,33.6,57,7,31.6

1622273312,33.6,55,7,31.6

1622273322,33.6,55,7,31.6

1622273332,33.6,55,7,31.6

1622273342,33.6,55,7,31.6

1622273352,33.6,55,7,31.6

1622273362,33.6,55,7,31.6

1622273372,33.6,55,6,31.6

1622273382,33.6,55,7,31.6

1622273392,33.6,55,7,31.6

1622273402,33.6,55,7,31.6

1622273412,33.6,55,7,31.6

1622273422,33.6,55,7,31.6

1622273432,33.6,55,7,31.6

1622273442,33.6,55,7,31.6

1622273452,33.6,55,7,31.6

1622273462,33.7,55,7,31.7

1622273472,33.7,55,7,31.7

1622273482,33.7,55,7,31.7

1622273492,33.7,55,7,31.7

1622273502,33.7,55,7,31.7

1622273512,33.7,55,7,31.7

1622273522,33.8,54,7,31.8

1622273532,33.8,55,7,31.8

1622273542,33.8,54,7,31.8

1622273552,33.8,54,7,31.8

1622273847,33.4,58,7,31.4

1622273907,33.4,57,7,31.4

1622273967,33.5,56,7,31.5

1622274027,33.7,56,7,31.7

1622274087,33.8,56,7,31.8

1622274147,33.9,55,7,31.9

1622274207,34,55,7,32

1622274307,34,54,7,32

1622274367,33.9,52,7,31.9

1622274451,33.8,53,7,31.8

1622274511,33.7,53,7,31.7

1622274571,33.7,53,7,31.7

1622274631,33.7,54,7,31.7

